##	##
simulation time	timestep	input EIR	simulated EIR	human infectiousness	N_v0(gambiae_ss)	N_v(gambiae_ss)	O_v(gambiae_ss)	S_v(gambiae_ss)	immunity h	immunity Y	new infections	num transmitting humans	res avail(gambiae_ss)	res req(gambiae_ss)
235	nan	0.987176	-nan	0.034793	674.445	5421.35	173.765	80.578	30.87	1.51674e+06	8	50	1180.29	nan
236	nan	1.08081	-nan	0.0348278	775.395	6102.58	185.607	84.1802	30.97	1.52124e+06	10	50	1361.25	nan
237	nan	1.20184	-nan	0.0344756	896.472	6941.64	202.415	88.8991	31.04	1.52544e+06	7	50	1578.18	nan
238	nan	1.35484	-nan	0.0341894	1039.22	7956.88	223.901	95.6467	31.25	1.52937e+06	23	50	1833.52	nan
239	nan	1.54493	-nan	0.0333817	1204.18	9164.14	250.331	104.873	31.45	1.53414e+06	20	50	2127.83	nan
240	nan	1.77741	-nan	0.0327944	1390.42	10570.8	280.967	116.498	31.73	1.5384e+06	28	50	2458.78	nan
241	nan	2.05728	-nan	0.0321917	1594.91	12174.7	316.686	130.446	31.94	1.54276e+06	21	50	2820.2	nan
242	nan	2.38838	-nan	0.0310638	1812.07	13958.1	357.066	146.628	32.22	1.54673e+06	31	50	3201.38	nan
243	nan	2.77233	-nan	0.031579	2033.65	15884.4	401.194	165.405	32.53	1.55134e+06	31	50	3586.89	nan
244	nan	3.20725	-nan	0.0330432	2248.81	17894.5	456.601	186.102	32.73	1.55648e+06	22	51	3957.2	nan
245	nan	3.68641	-nan	0.0351822	2444.97	19908.5	527.524	209.784	33.24	1.56105e+06	55	51	4290.15	nan
246	nan	4.19712	-nan	0.0361258	2609.05	21829.7	613.485	240.026	33.7	1.56625e+06	56	51	4563.35	nan
247	nan	4.72026	-nan	0.036116	2729.18	23552.4	702.096	278.451	34.19	1.57111e+06	56	51	4757.02	nan
248	nan	5.23073	-nan	0.0366726	2796.28	24972.4	786.263	322.61	34.51	1.57576e+06	44	50	4856.82	nan
249	nan	5.69917	-nan	0.0363152	2805.55	26000.3	870.351	366.097	34.97	1.58212e+06	71	50	4855.99	nan
250	nan	6.09483	-nan	0.0377178	2757.15	26572.3	931.009	408.963	35.42	1.59082e+06	94	50	4756.35	nan
251	nan	6.38941	-nan	0.0399607	2656.14	26658.7	991.039	447.102	35.72	1.59856e+06	63	50	4567.88	nan
252	nan	6.56097	-nan	0.0429955	2511.55	26266.8	1053.44	476.555	36.15	1.6071e+06	104	51	4307.01	nan
253	nan	6.59726	-nan	0.0439199	2334.98	25439	1112.65	507.036	36.4	1.61692e+06	63	51	3994.08	nan
254	nan	6.49753	-nan	0.0457478	2138.91	24244	1148.09	538.591	36.82	1.62844e+06	74	51	3650.59	nan
255	nan	6.27253	-nan	0.0470644	1935.22	22769.1	1165.13	564.553	37.12	1.63968e+06	55	51	3296.66	nan
256	nan	5.94255	-nan	0.0449006	1734.08	21108.3	1160.22	579.058	37.1	1.56241e+06	76	50	2949.3	nan
257	nan	5.53425	-nan	0.0456732	1543.33	19355.3	1129.2	584.107	37.33	1.56984e+06	58	50	2621.44	nan
258	nan	5.07678	-nan	0.0455616	1368.31	17586.4	1066.15	577.637	37.6	1.57716e+06	57	51	2321.76	nan
259	nan	4.59828	-nan	0.0457022	1212.12	15868.7	993.033	556.055	37.81	1.58395e+06	56	51	2055.14	nan
260	nan	4.12316	-nan	0.045904	1075.95	14252.3	916.755	521.92	38.01	1.59052e+06	40	51	1823.31	nan
261	nan	3.67048	-nan	0.0465804	959.666	12770.1	840.34	484.496	38.26	1.59674e+06	43	51	1625.78	nan
262	nan	3.25351	-nan	0.0461322	862.219	11465.7	766.82	447.111	38.4	1.6035e+06	28	51	1460.61	nan
263	nan	2.88009	-nan	0.0453122	782.063	10306.2	694.364	409.305	38.63	1.60982e+06	28	51	1325.03	nan
264	nan	2.55359	-nan	0.0448124	717.423	9300.59	624.554	371.98	38.88	1.6162e+06	35	51	1216.03	nan
265	nan	2.27399	-nan	0.0446237	666.532	8449.73	560.883	335.847	38.98	1.6224e+06	22	51	1130.6	nan
266	nan	2.03906	-nan	0.0445127	627.916	7744.34	504.941	301.767	39.15	1.63075e+06	23	51	1066	nan
267	nan	1.84527	-nan	0.0438777	600.06	7173.01	456.55	271.128	39.28	1.64156e+06	21	52	1019.79	nan
268	nan	1.68857	-nan	0.0434318	581.74	6723.75	414.428	244.425	39.43	1.65079e+06	20	52	989.913	nan
269	nan	1.56482	-nan	0.0435283	571.922	6384.96	379.046	221.261	39.56	1.65949e+06	18	52	974.636	nan
270	nan	1.47021	-nan	0.0435452	569.722	6145.49	350.901	201.245	39.72	1.66735e+06	22	52	972.468	nan
271	nan	1.40132	-nan	0.0432217	574.355	5995.97	328.883	184.757	39.87	1.67522e+06	20	52	982.084	nan
272	nan	1.35523	-nan	0.0428812	585.076	5927.18	311.714	171.77	39.99	1.68178e+06	17	52	1002.21	nan
273	nan	1.32947	-nan	0.042383	601.115	5930.43	298.874	161.604	40.13	1.68828e+06	19	52	1031.5	nan
274	nan	1.32195	-nan	0.0417005	621.601	5997.44	289.67	153.769	40.22	1.69498e+06	12	52	1068.43	nan
275	nan	1.33082	-nan	0.0412667	645.517	6118.96	283.575	147.986	40.38	1.7005e+06	19	52	1111.18	nan
276	nan	1.35436	-nan	0.0406326	671.645	6285.27	280.691	143.902	40.52	1.70555e+06	18	51	1157.56	nan
277	nan	1.39079	-nan	0.0390439	698.548	6485.69	280.028	141.406	40.67	1.71085e+06	18	51	1204.98	nan
278	nan	1.43812	-nan	0.0375165	724.595	6706.97	278.847	140.451	40.8	1.71709e+06	19	51	1250.55	nan
279	nan	1.49401	-nan	0.0364657	748.011	6934.98	277.816	140.08	41	1.72368e+06	21	50	1291.11	nan
280	nan	1.55564	-nan	0.0363417	766.998	7154.34	278.103	139.456	41.22	1.72831e+06	26	50	1323.54	nan
281	nan	1.61968	-nan	0.0361848	779.899	7348.56	280.91	139.074	41.34	1.73261e+06	15	50	1344.97	nan
282	nan	1.68228	-nan	0.0359347	785.337	7502.86	284.999	139.64	41.53	1.73605e+06	19	51	1353.1	nan
283	nan	1.73927	-nan	0.03512	782.406	7603.25	288.845	141.338	41.72	1.74056e+06	21	51	1346.49	nan
284	nan	1.78636	-nan	0.0346207	770.774	7638.73	290.641	143.44	41.98	1.74461e+06	31	51	1324.72	nan
285	nan	1.81955	-nan	0.0348357	750.734	7602.56	291.168	145.049	42.08	1.749e+06	38	50	1288.45	nan
286	nan	1.83547	-nan	0.0344903	723.194	7492.74	291.469	145.654	42.28	1.7545e+06	26	50	1239.4	nan
287	nan	1.83182	-nan	0.0346367	689.552	7311.97	289.166	145.931	42.42	1.76117e+06	18	50	1180.08	nan
288	nan	1.80763	-nan	0.0351261	651.535	7067.81	285.628	145.661	42.57	1.76769e+06	21	50	1113.54	nan
289	nan	1.76343	-nan	0.0360445	611.014	6771.48	281.421	144.234	42.81	1.77401e+06	28	51	1043.04	nan
290	nan	1.70117	-nan	0.0363306	569.822	6436.46	276.603	142.315	42.9	1.77996e+06	9	51	971.704	nan
291	nan	1.62401	-nan	0.0365975	529.608	6077.83	269.579	140.151	43.14	1.78483e+06	27	51	902.346	nan
292	nan	1.53596	-nan	0.0365277	491.749	5710.27	260.462	137.402	43.32	1.7908e+06	23	51	837.284	nan
293	nan	1.44137	-nan	0.0357194	457.315	5347.35	249.021	133.523	43.45	1.79813e+06	14	51	778.301	nan
294	nan	1.34459	-nan	0.0357625	427.073	5001.1	235.296	128.586	43.69	1.80495e+06	26	52	726.671	nan
295	nan	1.24957	-nan	0.0357063	401.542	4681.15	221.579	122.393	43.83	1.81244e+06	15	52	683.241	nan
296	nan	1.15964	-nan	0.0354498	381.049	4395.29	208.174	115.445	43.9	1.81937e+06	9	52	648.55	nan
297	nan	1.0774	-nan	0.0359952	365.806	4149.53	195.417	108.624	44.08	1.82577e+06	19	52	622.95	nan
298	nan	1.00476	-nan	0.035336	355.986	3948.18	184.542	101.965	43.77	1.77406e+06	19	51	606.736	nan
299	nan	0.942985	-nan	0.0349517	351.779	3795.78	174.912	95.8878	43.91	1.78011e+06	15	51	600.257	nan
300	nan	0.892906	-nan	0.035096	353.462	3694.36	165.135	90.7371	44	1.78555e+06	9	51	604.023	nan
301	nan	0.855046	-nan	0.0347101	361.445	3647.44	157.429	85.8405	44.07	1.79059e+06	7	51	618.796	nan
302	nan	0.829804	-nan	0.0344246	376.316	3659.16	151.443	81.2409	44.12	1.79539e+06	6	51	645.671	nan
303	nan	0.817617	-nan	0.0338553	398.905	3734.9	147.361	77.6867	44.22	1.80003e+06	10	51	686.159	nan
304	nan	0.819101	-nan	0.0339228	430.286	3881.09	145.224	75.0088	44.3	1.80476e+06	8	51	742.245	nan
305	nan	0.835179	-nan	0.0341242	471.826	4106.53	145.977	73.2617	44.4	1.80916e+06	10	51	816.435	nan
306	nan	0.867198	-nan	0.0340696	525.185	4422.33	149.841	72.6436	44.5	1.81305e+06	11	51	911.769	nan
307	nan	0.917032	-nan	0.0334548	592.309	4842.07	156.501	73.547	44.58	1.817e+06	8	51	1031.77	nan
308	nan	0.987176	-nan	0.0322954	675.339	5381.69	165.337	75.9756	44.77	1.82148e+06	19	52	1180.29	nan
309	nan	1.08081	-nan	0.0312838	776.488	6059.13	176.039	79.7032	45	1.82554e+06	23	52	1361.25	nan
310	nan	1.20184	-nan	0.0307858	897.801	6893.33	189.59	84.4239	45.16	1.82888e+06	16	52	1578.18	nan
311	nan	1.35484	-nan	0.0302357	1040.81	7902.43	207.437	90.1842	45.25	1.83206e+06	9	52	1833.52	nan
312	nan	1.54493	-nan	0.0297351	1206.08	9101.66	229.825	97.6415	45.44	1.83501e+06	19	52	2127.83	nan
313	nan	1.77741	-nan	0.0296059	1392.65	10499.4	257.332	107.323	45.77	1.83805e+06	37	51	2458.78	nan
314	nan	2.05728	-nan	0.0298532	1597.48	12093	291.5	119.331	46.12	1.84084e+06	41	51	2820.2	nan
315	nan	2.38838	-nan	0.0306483	1814.98	13864.8	334.038	134.13	45.79	1.84339e+06	27	50	3201.38	nan
316	nan	2.77233	-nan	0.0303985	2036.82	15783	385.795	152.591	46.1	1.84684e+06	34	50	3586.89	nan
317	nan	3.20725	-nan	0.0298773	2252.17	17781.4	441.205	175.562	46.59	1.85103e+06	59	51	3957.2	nan
318	nan	3.68641	-nan	0.0310217	2448.38	19781.5	499.675	202.259	46.92	1.85603e+06	40	51	4290.15	nan
319	nan	4.19712	-nan	0.033247	2612.33	21688.1	570.798	230.229	47.33	1.86147e+06	55	51	4563.35	nan
320	nan	4.72026	-nan	0.0352141	2732.35	23394.8	658.124	261.162	47.69	1.86758e+06	56	51	4757.02	nan
321	nan	5.23073	-nan	0.0365562	2799.26	24801.2	753.894	299.563	48.1	1.87307e+06	59	52	4856.82	nan
322	nan	5.69917	-nan	0.0383386	2808.28	25818.2	848.981	345.183	48.6	1.87895e+06	76	52	4855.99	nan
323	nan	6.09483	-nan	0.0392554	2759.61	26382.3	940.582	393.216	48.93	1.88381e+06	63	52	4756.35	nan
324	nan	6.38941	-nan	0.0397329	2658.28	26464.3	1016.79	440.561	49.33	1.88937e+06	68	52	4567.88	nan
325	nan	6.56097	-nan	0.0399204	2513.38	26071.5	1071.29	484.273	49.75	1.89578e+06	96	52	4307.01	nan
326	nan	6.59726	-nan	0.0403796	2336.52	25245.7	1102.24	518.93	50.13	1.90208e+06	82	52	3994.08	nan
327	nan	6.49753	-nan	0.0410862	2140.18	24056.2	1113.26	542.133	50.33	1.90865e+06	94	52	3650.59	nan
328	nan	6.27253	-nan	0.0414955	1936.27	22590.2	1106.77	554.057	50.56	1.91491e+06	70	52	3296.66	nan
329	nan	5.94255	-nan	0.0416003	1734.95	20940	1081.76	556.572	50.66	1.92159e+06	70	51	2949.3	nan
330	nan	5.53425	-nan	0.0415111	1544.05	19197	1039.32	550.215	49.9	1.92852e+06	77	50	2621.44	nan
331	nan	5.07678	-nan	0.0420724	1368.91	17446.5	984.167	534.828	50.12	1.93577e+06	61	50	2321.76	nan
332	nan	4.59828	-nan	0.042329	1212.62	15743.1	921.929	511.135	50.34	1.94254e+06	50	50	2055.14	nan
333	nan	4.12316	-nan	0.0420008	1076.38	14138.8	854.648	481.98	50.47	1.94849e+06	40	51	1823.31	nan
334	nan	3.67048	-nan	0.041596	960.022	12668.4	783.226	449.916	50.69	1.95449e+06	50	51	1625.78	nan
335	nan	3.25351	-nan	0.0410586	862.537	11350.9	711.142	415.425	50.98	1.96028e+06	54	51	1460.61	nan
336	nan	2.88009	-nan	0.0407753	782.352	10194.7	641.293	379.421	51.13	1.96606e+06	37	51	1325.03	nan
337	nan	2.55359	-nan	0.0403579	717.721	9198.96	576.558	343.595	51.29	1.97186e+06	28	52	1216.03	nan
338	nan	2.27399	-nan	0.0399497	666.902	8357.29	517.657	309.435	51.41	1.9775e+06	31	52	1130.6	nan
339	nan	2.03906	-nan	0.0398319	628.277	7660.1	465.362	278.021	51.58	1.98278e+06	34	52	1066	nan
340	nan	1.84527	-nan	0.0400352	600.422	7095.53	420.579	249.632	51.75	1.98675e+06	23	52	1019.79	nan
341	nan	1.68857	-nan	0.039956	582.113	6651.78	383.347	224.708	51.81	1.99053e+06	18	52	989.913	nan
342	nan	1.56482	-nan	0.0389225	572.313	6317.38	351.978	203.626	51.96	1.99425e+06	20	52	974.636	nan
343	nan	1.47021	-nan	0.0372776	570.14	6081.43	324.134	186.103	52.07	1.99853e+06	18	52	972.468	nan
344	nan	1.40132	-nan	0.0355736	574.807	5934.42	299.015	171.097	52.18	2.00216e+06	13	51	982.084	nan
345	nan	1.35523	-nan	0.0367074	585.569	5867.26	278.045	157.644	52.24	2.00547e+06	14	51	1002.21	nan
346	nan	1.32947	-nan	0.0362129	601.653	5871.18	265.271	145.578	51.6	2.00828e+06	19	50	1031.5	nan
347	nan	1.32195	-nan	0.0356408	622.189	5941.11	256.175	136.584	51.69	2.01129e+06	14	50	1068.43	nan
348	nan	1.33082	-nan	0.0350993	646.16	6063.33	250.018	130.978	51.77	2.01434e+06	10	50	1111.18	nan
349	nan	1.35436	-nan	0.0341334	672.331	6228.97	246.41	126.881	51.87	2.01758e+06	12	50	1157.56	nan
350	nan	1.39079	-nan	0.0336373	699.245	6427.79	244.427	124.263	51.96	2.02114e+06	13	50	1204.98	nan
351	nan	1.43812	-nan	0.0341539	725.331	6646.85	244.864	122.724	52.08	2.0243e+06	16	50	1250.55	nan
352	nan	1.49401	-nan	0.0339921	748.777	6886.89	248.67	122.367	52.23	2.02761e+06	18	51	1291.11	nan
353	nan	1.55564	-nan	0.0332136	767.786	7110.12	253.689	123.204	52.42	2.03072e+06	20	51	1323.54	nan
354	nan	1.61968	-nan	0.0327553	780.632	7304.27	257.981	125.235	52.57	2.03393e+06	16	51	1344.97	nan
355	nan	1.68228	-nan	0.0320644	785.88	7457.48	261.862	127.618	52.84	2.03741e+06	29	51	1353.1	nan
356	nan	1.73927	-nan	0.0327572	782.931	7556.23	265.088	129.694	53.06	2.04091e+06	23	52	1346.49	nan
357	nan	1.78636	-nan	0.033085	771.265	7590.85	269.964	131.444	53.26	2.0442e+06	21	52	1324.72	nan
358	nan	1.81955	-nan	0.0332008	751.191	7554.38	274.454	133.33	53.44	2.04883e+06	19	52	1288.45	nan
359	nan	1.83547	-nan	0.0327868	723.617	7444.64	276.952	135.803	53.66	2.05357e+06	29	52	1239.4	nan
360	nan	1.83182	-nan	0.0336879	689.933	7264.77	276.612	137.798	53.95	2.05893e+06	37	53	1180.08	nan
361	nan	1.80763	-nan	0.0345828	651.877	7021.83	276.224	138.492	54.25	2.06571e+06	35	53	1113.54	nan
362	nan	1.76343	-nan	0.0355886	611.318	6727.02	275.118	138.245	54.49	2.0713e+06	29	53	1043.04	nan
363	nan	1.70117	-nan	0.0360104	570.09	6394	272.63	137.962	54.64	2.07658e+06	20	53	971.704	nan
364	nan	1.62401	-nan	0.0358178	529.847	6037.36	267.195	137.229	54.78	2.0816e+06	20	53	902.346	nan
365	nan	1.53596	-nan	0.0369016	491.963	5671.95	258.728	135.548	54.89	2.08728e+06	13	53	837.284	nan
366	nan	1.44137	-nan	0.0362964	457.508	5311.27	249.819	132.221	55.08	2.09259e+06	28	52	778.301	nan
367	nan	1.34459	-nan	0.036488	427.252	4967.2	238.895	127.893	55.24	2.09859e+06	19	52	726.671	nan
368	nan	1.24957	-nan	0.0362002	401.709	4649.34	226.117	123.147	55.42	2.10569e+06	23	52	683.241	nan
369	nan	1.15964	-nan	0.0362983	381.209	4365.43	212.895	117.322	55.66	2.11337e+06	26	52	648.55	nan
370	nan	1.0774	-nan	0.0362937	365.964	4121.39	200.419	110.781	55.78	2.1222e+06	16	52	622.95	nan
371	nan	1.00476	-nan	0.0363105	356.144	3921.68	188.923	104.26	55.92	2.12933e+06	15	52	606.736	nan
372	nan	0.942985	-nan	0.0361038	351.943	3769.89	178.663	98.1735	56.05	2.1358e+06	14	53	600.257	nan
373	nan	0.892906	-nan	0.0355446	353.637	3669.17	169.575	92.6276	56.12	2.14216e+06	8	52	604.023	nan
374	nan	0.855046	-nan	0.0353475	361.637	3622.81	161.688	87.7006	56.19	2.14829e+06	11	52	618.796	nan
375	nan	0.829804	-nan	0.0354279	376.539	3634.81	155.791	83.3359	56.32	2.15423e+06	14	52	645.671	nan
376	nan	0.817617	-nan	0.0352289	399.163	3710.25	152.281	79.6909	56.41	2.15901e+06	9	52	686.159	nan
377	nan	0.819101	-nan	0.0348798	430.59	3855.85	150.909	77.1414	56.55	2.16355e+06	15	52	742.245	nan
378	nan	0.835179	-nan	0.0316859	472.19	4080.33	151.587	75.753	56.58	2.11647e+06	19	51	816.435	nan
379	nan	0.867198	-nan	0.0308652	525.632	4394.83	153.424	75.4227	56.69	2.11919e+06	13	51	911.769	nan
380	nan	0.917032	-nan	0.030205	592.856	4812.61	154.494	76.0633	56.85	2.12197e+06	17	51	1031.77	nan
381	nan	0.987176	-nan	0.0300338	676.012	5349.61	159.143	76.7759	56.97	2.12499e+06	14	51	1180.29	nan
382	nan	1.08081	-nan	0.0303656	777.312	6023.68	168.627	77.7485	57.13	2.12812e+06	16	52	1361.25	nan
383	nan	1.20184	-nan	0.0308229	898.81	6853.8	183.915	80.8327	57.33	2.13102e+06	20	52	1578.18	nan
384	nan	1.35484	-nan	0.0310111	1042.04	7857.97	205.317	86.5059	57.52	2.13366e+06	21	52	1833.52	nan
385	nan	1.54493	-nan	0.0306131	1207.54	9051.12	232.223	95.1702	57.73	2.13633e+06	23	53	2127.83	nan
386	nan	1.77741	-nan	0.0301087	1394.37	10441.5	263.433	106.836	57.99	2.13917e+06	30	53	2458.78	nan
387	nan	2.05728	-nan	0.0300974	1599.45	12026.1	299.368	121.021	58.28	2.14206e+06	31	53	2820.2	nan
388	nan	2.38838	-nan	0.0300674	1817.19	13787.8	341.974	137.326	58.57	2.14482e+06	35	52	3201.38	nan
389	nan	2.77233	-nan	0.0301112	2039.25	15689.7	391.135	156.342	59.1	2.14771e+06	65	51	3586.89	nan
390	nan	3.20725	-nan	0.0298341	2254.77	17673.2	446.353	178.732	59.45	2.15046e+06	55	50	3957.2	nan
391	nan	3.68641	-nan	0.030231	2451.11	19658.8	506.09	204.351	59.82	2.15324e+06	52	50	4290.15	nan
392	nan	4.19712	-nan	0.0305994	2615.2	21551.5	570.728	232.705	60.45	2.15626e+06	89	51	4563.35	nan
393	nan	4.72026	-nan	0.03141	2735.14	23246.7	639.401	263.373	60.74	2.15956e+06	48	53	4757.02	nan
394	nan	5.23073	-nan	0.0329384	2801.91	24641.8	713.045	296.334	60.97	2.16293e+06	79	53	4856.82	nan
395	nan	5.69917	-nan	0.0343281	2810.7	25648	792.394	331.352	61.26	2.16658e+06	71	53	4855.99	nan
396	nan	6.09483	-nan	0.0355498	2761.75	26204.2	870.396	369.226	60.57	2.17032e+06	90	52	4756.35	nan
397	nan	6.38941	-nan	0.0368627	2660.15	26292.4	940.537	409.21	60.98	2.17402e+06	80	52	4567.88	nan
398	nan	6.56097	-nan	0.0385039	2514.99	25902.2	1000.4	447.088	61.37	2.17778e+06	88	52	4307.01	nan
399	nan	6.59726	-nan	0.0389391	2337.85	25078.6	1046.86	480.298	61.73	2.1817e+06	105	51	3994.08	nan
400	nan	6.49753	-nan	0.0390788	2141.23	23893.6	1068.13	508.348	61.99	2.18646e+06	75	51	3650.59	nan
401	nan	6.27253	-nan	0.0391912	1937.14	22435.1	1064.26	527.674	62.21	2.19185e+06	73	53	3296.66	nan
402	nan	5.94255	-nan	0.0405293	1735.67	20793.8	1041.17	533.913	62.61	2.19713e+06	87	53	2949.3	nan
403	nan	5.53425	-nan	0.0423695	1544.64	19059.8	1010.61	528.196	62.86	2.20192e+06	79	53	2621.44	nan
404	nan	5.07678	-nan	0.0436621	1369.41	17313.3	974.856	514.989	63.03	2.20683e+06	81	53	2321.76	nan
405	nan	4.59828	-nan	0.0437416	1213.04	15619	929.514	498.914	63.29	2.2118e+06	67	53	2055.14	nan
406	nan	4.12316	-nan	0.043345	1076.75	14025.7	871.268	479.685	63.48	2.21641e+06	41	53	1823.31	nan
407	nan	3.67048	-nan	0.0431896	960.363	12566	804.222	454.854	63.73	2.22089e+06	66	53	1625.78	nan
408	nan	3.25351	-nan	0.0427717	862.842	11258.8	734.795	423.976	63.95	2.22541e+06	39	53	1460.61	nan
409	nan	2.88009	-nan	0.04235	782.63	10111	665.946	389.826	64.16	2.23e+06	40	53	1325.03	nan
410	nan	2.55359	-nan	0.041818	717.981	9122.99	600.618	355.109	64.26	2.23419e+06	33	52	1216.03	nan
411	nan	2.27399	-nan	0.0414226	667.152	8288.86	540.877	321.227	64.45	2.23827e+06	40	52	1130.6	nan
412	nan	2.03906	-nan	0.0407904	628.527	7597.5	486.393	289.517	64.61	2.24212e+06	29	52	1066	nan
413	nan	1.84527	-nan	0.0402448	600.674	7037.73	438.17	260.535	64.69	2.24587e+06	19	52	1019.79	nan
414	nan	1.68857	-nan	0.0397681	582.371	6597.93	396.66	234.338	64.87	2.24946e+06	27	53	989.913	nan
415	nan	1.56482	-nan	0.0395936	572.587	6266.13	361.879	211.359	64.98	2.25302e+06	21	53	974.636	nan
416	nan	1.47021	-nan	0.0390631	570.433	6032.56	333.709	191.76	65.19	2.25639e+06	27	53	972.468	nan
417	nan	1.40132	-nan	0.0386383	575.127	5887.27	310.846	175.561	64.12	2.25911e+06	18	52	982.084	nan
418	nan	1.35523	-nan	0.0378092	585.923	5823.62	292.865	162.508	64.34	2.26218e+06	31	52	1002.21	nan
419	nan	1.32947	-nan	0.0374645	602.041	5829.15	278.678	151.959	64.47	2.26519e+06	18	52	1031.5	nan
420	nan	1.32195	-nan	0.0370771	622.607	5896.28	268.85	143.572	64.58	2.26803e+06	19	52	1068.43	nan
421	nan	1.33082	-nan	0.0369301	646.589	6016.92	262.873	137.207	64.7	2.27103e+06	19	52	1111.18	nan
422	nan	1.35436	-nan	0.0366248	672.809	6181.52	260.512	132.961	65	2.27392e+06	40	52	1157.56	nan
423	nan	1.39079	-nan	0.0361381	699.798	6379.18	260.778	130.61	65.15	2.27663e+06	20	52	1204.98	nan
424	nan	1.43812	-nan	0.0354774	725.914	6597.38	262.717	129.919	65.36	2.27938e+06	24	52	1250.55	nan
425	nan	1.49401	-nan	0.0347923	749.383	6822.09	265.548	130.373	65.5	2.28215e+06	20	52	1291.11	nan
426	nan	1.55564	-nan	0.0345966	768.403	7038.01	269.054	131.515	65.66	2.2848e+06	21	53	1323.54	nan
427	nan	1.61968	-nan	0.0349259	781.304	7229.4	274.026	133.019	65.91	2.28738e+06	33	53	1344.97	nan
428	nan	1.68228	-nan	0.035123	786.716	7380.96	280.729	134.971	66.17	2.28978e+06	34	53	1353.1	nan
429	nan	1.73927	-nan	0.0350216	783.731	7479.07	287.658	137.768	66.37	2.2921e+06	28	53	1346.49	nan
430	nan	1.78636	-nan	0.0343953	772.02	7513.08	293.034	141.232	66.56	2.29431e+06	30	52	1324.72	nan
431	nan	1.81955	-nan	0.033801	751.891	7477.05	295.331	144.531	66.71	2.29646e+06	20	52	1288.45	nan
432	nan	1.83547	-nan	0.0334842	724.253	7367.95	294.462	146.741	66.91	2.29865e+06	29	52	1239.4	nan
433	nan	1.83182	-nan	0.0334684	690.507	7188.95	291.483	147.312	67.1	2.30088e+06	31	52	1180.08	nan
434	nan	1.80763	-nan	0.0336631	652.387	6947.69	287.052	146.471	67.24	2.30291e+06	24	52	1113.54	nan
435	nan	1.76343	-nan	0.0338528	611.774	6654.77	281.332	144.703	67.6	2.30495e+06	41	53	1043.04	nan
436	nan	1.70117	-nan	0.0333916	570.498	6324.47	273.789	142.277	67.88	2.30701e+06	34	53	971.704	nan
437	nan	1.62401	-nan	0.0330824	530.211	5971.21	263.364	139.178	68.06	2.30921e+06	25	53	902.346	nan
438	nan	1.53596	-nan	0.0330514	492.292	5609.34	251.15	134.93	68.22	2.3117e+06	29	53	837.284	nan
439	nan	1.44137	-nan	0.0330912	457.807	5252.14	238.273	129.359	68.29	2.31424e+06	13	53	778.301	nan
440	nan	1.34459	-nan	0.03384	427.526	4911.49	225.404	123.112	67.2	2.31689e+06	20	52	726.671	nan
441	nan	1.24957	-nan	0.0342275	401.967	4599.64	213.679	116.712	67.39	2.31957e+06	21	52	683.241	nan
442	nan	1.15964	-nan	0.0347438	381.457	4319.65	202.561	110.473	67.54	2.32214e+06	18	52	648.55	nan
443	nan	1.0774	-nan	0.03482	366.204	4078.35	192.218	104.68	67.67	2.32462e+06	17	52	622.95	nan
444	nan	1.00476	-nan	0.0344364	356.373	3880.93	182.228	99.2594	67.76	2.32711e+06	13	52	606.736	nan
445	nan	0.942985	-nan	0.0339281	352.181	3731	172.475	94.1757	67.86	2.32962e+06	11	52	600.257	nan
446	nan	0.892906	-nan	0.0335068	353.891	3631.66	163.433	89.2207	68	2.33215e+06	16	52	604.023	nan
447	nan	0.855046	-nan	0.0330903	361.916	3586.2	155.689	84.4435	68.11	2.33457e+06	11	52	618.796	nan
448	nan	0.829804	-nan	0.0328029	376.853	3598.57	149.595	80.1252	68.29	2.33698e+06	19	52	645.671	nan
449	nan	0.817617	-nan	0.0324585	399.525	3674.03	145.492	76.5228	68.43	2.33941e+06	15	52	686.159	nan
450	nan	0.819101	-nan	0.0321949	431.017	3818.95	143.495	73.8037	68.55	2.34171e+06	13	52	742.245	nan
451	nan	0.835179	-nan	0.0317408	472.702	4042.04	143.81	72.0947	68.7	2.344e+06	15	52	816.435	nan
452	nan	0.867198	-nan	0.0310031	526.25	4354.29	146.323	71.479	68.81	2.34636e+06	12	52	911.769	nan
453	nan	0.917032	-nan	0.030645	593.613	4768.82	151.051	72.0037	68.97	2.34861e+06	16	52	1031.77	nan
454	nan	0.987176	-nan	0.0310682	676.944	5301.84	159.133	73.5979	69.16	2.35077e+06	19	52	1180.29	nan
455	nan	1.08081	-nan	0.0310855	778.464	5971.21	172.004	76.441	69.23	2.35282e+06	7	52	1361.25	nan
456	nan	1.20184	-nan	0.0308875	900.226	6795.27	189.183	81.2427	69.38	2.35492e+06	15	52	1578.18	nan
457	nan	1.35484	-nan	0.0303066	1043.75	7792	210.458	88.392	69.6	2.35693e+06	22	52	1833.52	nan
458	nan	1.54493	-nan	0.0302929	1209.58	8976.2	235.785	97.6525	69.91	2.35891e+06	33	52	2127.83	nan
459	nan	1.77741	-nan	0.0302868	1396.76	10356.3	267.204	108.876	70.19	2.3609e+06	29	52	2458.78	nan
460	nan	2.05728	-nan	0.0302438	1602.19	11929.2	305.143	122.44	70.42	2.36294e+06	26	52	2820.2	nan
461	nan	2.38838	-nan	0.0298192	1820.26	13677.1	349.25	139.174	69.33	2.36276e+06	41	51	3201.38	nan
